year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,,,,,,,,,
2030,2010,WWT1807339b,1807339REC,2800,108,0,0,,2030WWT1807339b1807339REC,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,WWT1807339b,1807339REC,2800,108,0,0,,2035WWT1807339b1807339REC,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807387PD,1807137PD,2797.804162,87,224,0,,20351807387PD1807137PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807349PD,1807349E,2794.32,163.1,0,0,,20251807349PD1807349E,FALSE,TRUE,TRUE,TRUE,100%,,
2020,2010,1802011PD,1802011E,2792.2,202,0,0,,20201802011PD1802011E,FALSE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1802-5-21,GW1802-5-21.60,2791.709272,0,0,0,,2010GW1802-5-21GW1802-5-21.60,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1809-6-44,1809033PD,2789.487179,362,181.75,0,,2025GW1809-6-441809033PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1805057PD,1805057E,2788.7,318.2,0,0,,20201805057PD1805057E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,1807055PD,1807253PD,2787.978024,25,0,0,,20351807055PD1807253PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1807-4-11.04,1807127PD,2787.128713,579,26,0,,2035GW1807-4-11.041807127PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW1807-4-11.04,1807127PD,2787.064065,579,26,0,,2030GW1807-4-11.041807127PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1807-4-11.04,1807127PD,2786.867089,579,26,0,,2025GW1807-4-11.041807127PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,GW1807-4-11.04,1807127PD,2786.168651,579,26,0,,2020GW1807-4-11.041807127PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,GW1807-4-11.04,1807127PD,2786.078098,579,26,0,,2015GW1807-4-11.041807127PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,R_CARMEL,1806011PD,2785.708301,87,1598,0,,2030R_CARMEL1806011PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,R_CARMEL,1806011PD,2785.708301,87,1598,0,,2035R_CARMEL1806011PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1806003PD,1806003E,2782,163.1,0,0,,20101806003PD1806003E,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807229PD,1807133PD,2781.72627,0,224,0,,20101807229PD1807133PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1806055PD,1806031PD,2780.921372,25,0,0,,20201806055PD1806031PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,GW1807-9-07,1807273PD,2780.918071,579,337.5,0,,2015GW1807-9-071807273PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1802083PD,1802085PD,2779.20544,25,0,0,,20251802083PD1802085PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807246GW,1807163NPD,2778.229183,0,0,0,,20351807246GW1807163NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW1807-8-02.03,1807409PD,2777.511013,579,26,0,,2030GW1807-8-02.031807409PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1802-5-21,GW1802-5-21.61,2777,0,0,0,,2010GW1802-5-21GW1802-5-21.61,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1802-5-21.61,1802055PD,2777,191,26,0,,2010GW1802-5-21.611802055PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,GW1803-5-22.08,1803039PD,2776,408.975,26,0,,2015GW1803-5-22.081803039PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807351PD,1807351E,2773.65,163.1,0,0,,20151807351PD1807351E,FALSE,TRUE,TRUE,TRUE,101%,,
2020,2010,1809025PD,1809025E,2771.08,163.1,0,0,,20201809025PD1809025E,FALSE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807379PD,1807379E,2768,163.1,0,0,,20101807379PD1807379E,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1806047PD,1806047E,2762.76,163.1,0,0,,20201806047PD1806047E,FALSE,TRUE,TRUE,TRUE,108%,,
2035,2010,GW-3,GW1806-3-01,2760.204082,0,0,0,,2035GW-3GW1806-3-01,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1806-3-01,1806075PD,2760.204082,532.2594375,181.75,0,,2035GW1806-3-011806075PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,SW1805081PEN,1805057PD,2760,25,26,0,,2015SW1805081PEN1805057PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807301PD,1807279PD,2757.420316,25,0,0,,20251807301PD1807279PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1805057PD,1805057E,2753.4,318.2,0,0,,20151805057PD1805057E,FALSE,TRUE,TRUE,TRUE,100%,,
2010,2010,1805005PD,1805005E,2753,318.2,0,0,,20101805005PD1805005E,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807267PD,1807267E,2752.28,163.1,0,0,,20251807267PD1807267E,FALSE,TRUE,TRUE,TRUE,100%,,
2015,2010,1801027PD,1805099PD,2752.11544,25,0,0,,20151801027PD1805099PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,WWT1807250,1807250REC,2750,108,0,0,,2025WWT18072501807250REC,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,WWT1807250,1807250REC,2750,108,0,0,,2030WWT18072501807250REC,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,WWT1807250,1807250REC,2750,108,0,0,,2035WWT18072501807250REC,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807250REC,1807250NPD,2750,0,236,0,,20251807250REC1807250NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807250REC,1807250NPD,2750,0,236,0,,20301807250REC1807250NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807250REC,1807250NPD,2750,0,236,0,,20351807250REC1807250NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807250NPD,1807250E,2750,195.72,0,0,,20251807250NPD1807250E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807250NPD,1807250E,2750,195.72,0,0,,20301807250NPD1807250E,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807250NPD,1807250E,2750,195.72,0,0,,20351807250NPD1807250E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,WWT1809027,1809027REC,2750,108,0,0,,2030WWT18090271809027REC,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1809027REC,1809027NPD,2750,0,236,0,,20301809027REC1809027NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1809027NPD,1809027E,2750,195.72,0,0,,20301809027NPD1809027E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807229PD,1807329PD,2750,25,0,0,,20301807229PD1807329PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807051XF,1802099PD,2747.414593,0,224,0,,20101807051XF1802099PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807191PD,1807191E,2743,163.1,0,0,,20251807191PD1807191E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807173PD,1807173E,2742,163.1,0,0,,20301807173PD1807173E,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807173PD,1807173E,2742,163.1,0,0,,20351807173PD1807173E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,LK_TAHO,1808003PD,2741,87,224,0,,2030LK_TAHO1808003PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,LK_TAHO,1808003PD,2741,87,224,0,,2035LK_TAHO1808003PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,GW-3,GW1806-3-01,2740.437158,0,0,0,,2020GW-3GW1806-3-01,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,GW1806-3-01,1806075PD,2740.437158,494.55,181.75,0,,2020GW1806-3-011806075PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW-3,GW1806-3-01,2739.77433,0,0,0,,2025GW-3GW1806-3-01,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1806-3-01,1806075PD,2739.77433,506.91375,181.75,0,,2025GW1806-3-011806075PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW-3,GW1806-3-01,2739.067055,0,0,0,,2030GW-3GW1806-3-01,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW1806-3-01,1806075PD,2739.067055,519.2775,181.75,0,,2030GW1806-3-011806075PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,IMP1807385,1807385PD,2736.889056,579,26,0,,2010IMP18073851807385PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1802089GWR,1802089GW,2735.865126,541,26,0,,20201802089GWR1802089GW,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1802089GW,1802089PD,2735.865126,0,0,0,,20201802089GW1802089PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,SW1805081PEN,1805027PD,2734.689155,25,26,0,,2010SW1805081PEN1805027PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,GW1801-1-55,GW1801-1-55.01,2734.150022,0,0,0,,2020GW1801-1-55GW1801-1-55.01,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1809029PD,1809029E,2733.19,163.1,0,0,,20101809029PD1809029E,FALSE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807051IMP,1807202PD,2731,87,224,0,,20151807051IMP1807202PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807173PD,1807173E,2729,163.1,0,0,,20251807173PD1807173E,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1809-6-42,1809029PD,2723.316835,362,181.75,0,,2010GW1809-6-421809029PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1805091PD,1805091E,2719,318.2,0,0,,20301805091PD1805091E,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1809-6-44,1809033PD,2718.709677,362,181.75,0,,2010GW1809-6-441809033PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1805039PD,1805039E,2718.6,120,0,0,,20151805039PD1805039E,FALSE,TRUE,TRUE,TRUE,100%,,
2025,2010,R_CARMEL,1806011PD,2716.7628,87,1598,0,,2025R_CARMEL1806011PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1806017IMP,1806023PD,2714.42606,0,224,0,,20351806017IMP1806023PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807195PD,1807195E,2712.45,163.1,0,0,,20351807195PD1807195E,FALSE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807349PD,1807349E,2711.45,163.1,0,0,,20201807349PD1807349E,FALSE,TRUE,TRUE,TRUE,103%,,
2015,2010,SW1805081PEN,1805079PD,2708.933275,25,26,0,,2015SW1805081PEN1805079PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1806055PD,1806077PD,2708.113782,25,0,0,,20301806055PD1806077PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1806055PD,1806077PD,2708.113782,25,0,0,,20351806055PD1806077PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1805033PD,1805033E,2705.72,318.2,0,0,,20251805033PD1805033E,FALSE,TRUE,TRUE,TRUE,101%,,
2020,2010,1807173PD,1807173E,2705,163.1,0,0,,20201807173PD1807173E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,R_RUSSIAN,SW1801031,2701.673948,0,0,0,,2030R_RUSSIANSW1801031,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,R_RUSSIAN,SW1801031,2701.673948,0,0,0,,2035R_RUSSIANSW1801031,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,SW1801031,1801031PD,2701.673948,87,224,0,,2030SW18010311801031PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,SW1801031,1801031PD,2701.673948,87,224,0,,2035SW18010311801031PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1807-4-12,1807075PD,2701,579,181.75,0,,2010GW1807-4-121807075PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,IMP1807398,1807398PD,2700.061233,25,224,0,,2030IMP18073981807398PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,WWT1809023,1809023REC,2700,108,0,0,,2015WWT18090231809023REC,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1809023REC,1809023NPD,2700,0,236,0,,20151809023REC1809023NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1809023NPD,1809023E,2700,195.72,0,0,,20151809023NPD1809023E,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,IMP1802059,1802059PD,2695.621655,87,224,0,,2010IMP18020591802059PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,RES1807163,1807163SW,2694.827165,87,0,0,,2030RES18071631807163SW,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW1807-4-11.04,1807337PD,2693,579,26,0,,2030GW1807-4-11.041807337PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1807-4-11.04,1807337PD,2693,579,26,0,,2035GW1807-4-11.041807337PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1810-7-21.01,1810011PD,2691,476,181.75,0,,2010GW1810-7-21.011810011PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,CVP_Flsm,1802031PD,2689.196198,0,224,0,,2020CVP_Flsm1802031PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807269PD,1807269E,2689,163.1,0,0,,20101807269PD1807269E,FALSE,TRUE,TRUE,TRUE,125%,,
2015,2010,GW1802-5-21.60,1802009PD,2688,435,26,0,,2015GW1802-5-21.601802009PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807131PD,1807131E,2685.13,90,0,0,,20351807131PD1807131E,FALSE,TRUE,TRUE,TRUE,101%,,
2015,2010,1807055PD,1807127PD,2683.921902,25,0,0,,20151807055PD1807127PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1805091PD,1805091E,2680,318.2,0,0,,20251805091PD1805091E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW1807-4-11.04,1807129PD,2679.322034,608,26,0,,2030GW1807-4-11.041807129PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1807-4-11.04,1807129PD,2679.268099,608,26,0,,2035GW1807-4-11.041807129PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,GW1807-4-11.04,1807129PD,2678.868552,608,26,0,,2020GW1807-4-11.041807129PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1807-4-11.04,1807129PD,2678.500082,608,26,0,,2025GW1807-4-11.041807129PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,GW1807-4-11.04,1807129PD,2678.199052,608,26,0,,2015GW1807-4-11.041807129PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1805091PD,1805091E,2676,318.2,0,0,,20351805091PD1805091E,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807191PD,1807191E,2675,163.1,0,0,,20201807191PD1807191E,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW-7,GW1810-7-62,2674,0,0,0,,2010GW-7GW1810-7-62,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1801-1-55,GW1801-1-55.01,2673.870321,0,0,0,,2025GW1801-1-55GW1801-1-55.01,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1802-5-21.65,1802085BDSL,2673.341132,191,0,0,,2025GW1802-5-21.651802085BDSL,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1802085BDSL,1802085PD,2673.341132,0,758,0,,20251802085BDSL1802085PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,XF1802085,1802085PD,2673.341132,87,224,0,,2025XF18020851802085PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,EDCWA_Lakes,1802031PD,2671.386952,87,224,0,,2020EDCWA_Lakes1802031PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807055PD,1807205PD,2671.200925,25,0,0,,20201807055PD1807205PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1803039PD,1803039E,2671.2,17.6,0,0,,20151803039PD1803039E,FALSE,TRUE,TRUE,TRUE,104%,,
2030,2010,1810011PD,1810011E,2670,17.6,0,0,,20301810011PD1810011E,FALSE,TRUE,TRUE,TRUE,122%,,
2035,2010,1810011PD,1810011E,2670,17.6,0,0,,20351810011PD1810011E,FALSE,TRUE,TRUE,TRUE,126%,,
2015,2010,1802009PD,1802009E,2669.84,17.6,0,0,,20151802009PD1802009E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1807009REC,1807009NPD,2668,60.71964018,236,0,,20301807009REC1807009NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW1801-1-55,GW1801-1-55.01,2666.434325,0,0,0,,2030GW1801-1-55GW1801-1-55.01,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW1802-5-21.64,1802077PD,2666,191,181.75,0,,2030GW1802-5-21.641802077PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1802-5-21.64,1802077PD,2666,191,181.75,0,,2035GW1802-5-21.641802077PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807237PD,1807237E,2665,163.1,0,0,,20201807237PD1807237E,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,RES1807163,1807163SW,2663.093254,87,0,0,,2025RES18071631807163SW,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807041IMP,1807397PD,2660.256968,25,224,0,,20351807041IMP1807397PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1802069PD,1802089PD,2658.451032,25,0,0,,20201802069PD1802089PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807041PD,1807045PD,2655.25955,25,0,0,,20201807041PD1807045PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1805025PD,1805039PD,2654.369427,25,0,0,,20201805025PD1805039PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1804-5-22.03,1804043PD,2651.246746,241,26,0,,2010GW1804-5-22.031804043PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1804-5-22.03,1804043PD,2649.721655,272.3450625,26,0,,2035GW1804-5-22.031804043PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807173PD,1807173E,2648,163.1,0,0,,20151807173PD1807173E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807055PD,1807253PD,2645.136271,25,0,0,,20301807055PD1807253PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1806031PD,1806031E,2642.34,163.1,0,0,,20101806031PD1806031E,FALSE,TRUE,TRUE,TRUE,101%,,
2020,2010,GW1807-4-11.04,1807337PD,2640.945053,579,26,0,,2020GW1807-4-11.041807337PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,UNS1807097,1807097PD,2640.535288,87,224,0,,2025UNS18070971807097PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807163SW,1807163E,2640,163.1,0,0,,20301807163SW1807163E,FALSE,TRUE,TRUE,TRUE,102%,,
2035,2010,GW1802-5-21.60,1802009PD,2639,435,26,0,,2035GW1802-5-21.601802009PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807083PD,1807382PD,2637.708019,25,0,0,,20201807083PD1807382PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1802077PD,1802077E,2636.1,17.6,0,0,,20301802077PD1802077E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,1802077PD,1802077E,2636.1,17.6,0,0,,20351802077PD1802077E,FALSE,TRUE,TRUE,TRUE,101%,,
2025,2010,GW1802-5-21.64,1802077PD,2636,191,181.75,0,,2025GW1802-5-21.641802077PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1802077PD,1802077E,2635.6,17.6,0,0,,20251802077PD1802077E,FALSE,TRUE,TRUE,TRUE,100%,,
2010,2010,1802055PD,1802055E,2635.2,17.6,0,0,,20101802055PD1802055E,FALSE,TRUE,TRUE,TRUE,105%,,
2030,2010,GW1802-5-21.60,1802009PD,2630,435,26,0,,2030GW1802-5-21.601802009PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807246GW,1807163NPD,2626.109073,0,0,0,,20301807246GW1807163NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1801027PD,1805091PD,2626,25,0,0,,20351801027PD1805091PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,WWT1807097,1807097REC,2625,108,0,0,,2035WWT18070971807097REC,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807097REC,1807097NPD,2625,0,236,0,,20351807097REC1807097NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807097NPD,1807097E,2625,195.72,0,0,,20351807097NPD1807097E,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807173PD,1807173E,2625,163.1,0,0,,20101807173PD1807173E,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1806055PD,1806077PD,2623.888523,25,0,0,,20251806055PD1806077PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807387PD,1807137PD,2623.473627,87,224,0,,20301807387PD1807137PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,SW1807149,1807149PD,2622.034627,87,224,0,,2010SW18071491807149PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1802-5-21.60,1802009PD,2621,435,26,0,,2025GW1802-5-21.601802009PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,SW1805SWP05a,1805007PD,2619.563333,329.76,224,0,,2035SW1805SWP05a1805007PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1802009PD,1802009E,2619.24,17.6,0,0,,20351802009PD1802009E,FALSE,TRUE,TRUE,TRUE,101%,,
2015,2010,R_RUSSIAN,SW1801031,2619.186084,0,0,0,,2015R_RUSSIANSW1801031,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,SW1801031,1801031PD,2619.186084,87,224,0,,2015SW18010311801031PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807351GW,1807351PD,2616.653381,0,181.75,0,,20151807351GW1807351PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1802099,1802099PD,2615.686554,191,26,0,,2035GW18020991802099PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807323PD,1807419PD,2613.364234,25,0,0,,20301807323PD1807419PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807195PD,1807195E,2613.3,163.1,0,0,,20301807195PD1807195E,FALSE,TRUE,TRUE,TRUE,101%,,
2020,2010,GW1802-5-21.60,1802009PD,2612,435,26,0,,2020GW1802-5-21.601802009PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,WWT1807069,1807069REC,2611,108,0,0,,2015WWT18070691807069REC,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807069REC,1807069NPD,2611,0,236,0,,20151807069REC1807069NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807069NPD,1807069E,2611,195.72,0,0,,20151807069NPD1807069E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1802009PD,1802009E,2610.96,17.6,0,0,,20301802009PD1802009E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,GW1804-5-22.15,1804017PD,2609.486611,241,181.75,0,,2030GW1804-5-22.151804017PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807191PD,1807191E,2609,163.1,0,0,,20151807191PD1807191E,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,GW1802-5-21.64,1802077PD,2606,191,181.75,0,,2020GW1802-5-21.641802077PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1802077PD,1802077E,2605.68,17.6,0,0,,20201802077PD1802077E,FALSE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1810-7-12,1810019PD,2604.69132,476,26,0,,2010GW1810-7-121810019PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1806017IMP,1806023PD,2603.658221,0,224,0,,20301806017IMP1806023PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1802009PD,1802009E,2603.6,17.6,0,0,,20251802009PD1802009E,FALSE,TRUE,TRUE,TRUE,101%,,
2010,2010,WWT1804007,1804007REC,2603.5,108,0,0,,2010WWT18040071804007REC,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,WWT1804007,1804007REC,2603.5,108,0,0,,2015WWT18040071804007REC,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1804007REC,1804007NPD,2603.5,0,236,0,,20101804007REC1804007NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1804007REC,1804007NPD,2603.5,0,236,0,,20151804007REC1804007NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1804007NPD,1804007E,2603.5,21.12,0,0,,20101804007NPD1804007E,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1804007NPD,1804007E,2603.5,21.12,0,0,,20151804007NPD1804007E,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807351PD,1807351E,2603.04,163.1,0,0,,20101807351PD1807351E,FALSE,TRUE,TRUE,TRUE,101%,,
2025,2010,1807163SW,1807163E,2600,163.1,0,0,,20251807163SW1807163E,FALSE,TRUE,TRUE,TRUE,102%,,
2015,2010,UNS1809027,1809027PD,2600,87,224,0,,2015UNS18090271809027PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807131PD,1807131E,2598.64,90,0,0,,20301807131PD1807131E,FALSE,TRUE,TRUE,TRUE,100%,,
2025,2010,1810011PD,1810011E,2598,17.6,0,0,,20251810011PD1810011E,FALSE,TRUE,TRUE,TRUE,122%,,
2015,2010,1806055PD,1806031PD,2596.727876,25,0,0,,20151806055PD1806031PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1802009PD,1802009E,2595.32,17.6,0,0,,20201802009PD1802009E,FALSE,TRUE,TRUE,TRUE,101%,,
2025,2010,1807246GW,1807163NPD,2595.184376,0,0,0,,20251807246GW1807163NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807323IMP,1810001PD,2595,25,224,0,,20151807323IMP1810001PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807323IMP,1810001PD,2595,25,224,0,,20201807323IMP1810001PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807323IMP,1810001PD,2595,25,224,0,,20251807323IMP1810001PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807323IMP,1810001PD,2595,25,224,0,,20301807323IMP1810001PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807323IMP,1810001PD,2595,25,224,0,,20351807323IMP1810001PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,SW1805SWP05a,1805007PD,2593.991648,329.76,224,0,,2030SW1805SWP05a1805007PD,TRUE,TRUE,TRUE,TRUE,100%,,
