year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,,,,,,,,,
2020,2010,UNS1807163,1807163PD,13477.68348,87,224,0,,2020UNS18071631807163PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807309PD,1807097PD,13474.35818,25,0,0,,20251807309PD1807097PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,GW1809-6-42,1809005PD,13453,636,42,0,,2010GW1809-6-421809005PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1809005PD,1809005E,13453,28,0,0,,20101809005PD1809005E,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1805089PD,1805083PD,13449.38479,25,0,0,,20201805089PD1805083PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1804031PD,1804031E,13440,17.6,0,0,,20151804031PD1804031E,FALSE,TRUE,TRUE,TRUE,100%,,
2025,2010,1804031PD,1804031E,13440,17.6,0,0,,20251804031PD1804031E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1804043PD,1804043E,13440,17.6,0,0,,20301804043PD1804043E,FALSE,TRUE,TRUE,TRUE,607%,,
2010,2010,1807059PD,1807059E,13435.21,163.1,0,0,,20101807059PD1807059E,FALSE,TRUE,TRUE,TRUE,101%,,
2010,2010,1807411PD,1807069PD,13427,25,0,0,,20101807411PD1807069PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1805011PD,1805011E,13423.83,294,0,0,,20151805011PD1805011E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1802027PD,1802027E,13420.5,17.6,0,0,,20301802027PD1802027E,FALSE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807032PD,1807032E,13415.04,326,0,0,,20251807032PD1807032E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,1807375PD,1807139PD,13404.17314,25,0,0,,20351807375PD1807139PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807197REC,1807197NPD,13400,0,236,0,,20251807197REC1807197NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807197NPD,1807197E,13400,195.72,0,0,,20251807197NPD1807197E,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807121PD,1807121E,13384.8,108,0,0,,20351807121PD1807121E,FALSE,TRUE,TRUE,TRUE,101%,,
2010,2010,GW1804-5-22.01,1804031PD,13364,241,26,0,,2010GW1804-5-22.011804031PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1804031PD,1804031E,13354.45,17.6,0,0,,20101804031PD1804031E,FALSE,TRUE,TRUE,TRUE,100%,,
2035,2010,1802053PD,1802053E,13339.04,17.6,0,0,,20351802053PD1802053E,FALSE,TRUE,TRUE,TRUE,100%,,
2035,2010,1805011PD,1805011E,13330.71,294,0,0,,20351805011PD1805011E,FALSE,TRUE,TRUE,TRUE,101%,,
2020,2010,1807041IMP,1807373PD,13321,25,224,0,,20201807041IMP1807373PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1804013PD,1804013E,13320,17.6,0,0,,20251804013PD1804013E,FALSE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807063PD,1807063E,13316.3,163.1,0,0,,20101807063PD1807063E,FALSE,TRUE,TRUE,TRUE,102%,,
2035,2010,1805063PD,1805063E,13306.8,318.2,0,0,,20351805063PD1805063E,FALSE,TRUE,TRUE,TRUE,102%,,
2025,2010,1807161IMP,1807243PD,13306.47065,25,224,0,,20251807161IMP1807243PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807309PD,1807097PD,13283.72645,25,0,0,,20301807309PD1807097PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,SW1805081EB,1805003PD,13267.31079,0,26,0,,2025SW1805081EB1805003PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1805015PD,1805015E,13245.54,301,0,0,,20151805015PD1805015E,FALSE,TRUE,TRUE,TRUE,100%,,
2010,2010,RES_CACHM,CVP_CACHM,13239.99888,0,0,0,,2010RES_CACHMCVP_CACHM,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807382PD,1807382E,13230,163.1,0,0,,20151807382PD1807382E,FALSE,TRUE,TRUE,TRUE,100%,,
2030,2010,1805001PD,1805075PD,13215.84067,25,0,0,,20301805001PD1805075PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807373PD,1807373E,13209.6,163.1,0,0,,20201807373PD1807373E,FALSE,TRUE,TRUE,TRUE,101%,,
2015,2010,GW1810-7-21.03,1810029PD,13200,476,26,0,,2015GW1810-7-21.031810029PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1810029PD,1810029E,13200,17.6,0,0,,20151810029PD1810029E,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,SW1809SWP24,1809027PD,13200,825.1831311,224,0,,2020SW1809SWP241809027PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1802069PD,1802081PD,13190,25,0,0,,20151802069PD1802081PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807419PD,1807419E,13188.8,163.1,0,0,,20151807419PD1807419E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,GW1807-4-13,1807007GW,13183.19766,0,0,0,,2030GW1807-4-131807007GW,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807007GW,1807007PD,13183.19766,579,181.75,0,,20301807007GW1807007PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1805061PD,1805061E,13169,318.2,0,0,,20251805061PD1805061E,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807041PD,1807250PD,13164.75411,25,0,0,,20201807041PD1807250PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807032PD,1807032E,13143.08,326,0,0,,20151807032PD1807032E,FALSE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807121PD,1807121E,13140,108,0,0,,20301807121PD1807121E,FALSE,TRUE,TRUE,TRUE,101%,,
2020,2010,1807161IMP,1807243PD,13138.59222,25,224,0,,20201807161IMP1807243PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807161GW,1807063PD,13101.875,25,26,0,,20351807161GW1807063PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1805089PD,1805083PD,13097.31697,25,0,0,,20151805089PD1805083PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807041IMP,1807373PD,13081,25,224,0,,20151807041IMP1807373PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807407PD,1807029PD,13073.80252,25,0,0,,20351807407PD1807029PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,WWT1807163,1807163REC,13067.5,108,0,0,,2010WWT18071631807163REC,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807163REC,1807163NPD,13067.5,0,236,0,,20101807163REC1807163NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807032PD,1807032E,13060.8,326,0,0,,20201807032PD1807032E,FALSE,TRUE,TRUE,TRUE,101%,,
2015,2010,1805063PD,1805063E,13050.9,318.2,0,0,,20151805063PD1805063E,FALSE,TRUE,TRUE,TRUE,102%,,
2025,2010,1805063PD,1805063E,13050.9,318.2,0,0,,20251805063PD1805063E,FALSE,TRUE,TRUE,TRUE,100%,,
2030,2010,1805063PD,1805063E,13050.9,318.2,0,0,,20301805063PD1805063E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1807099PD,1807099E,13034.26,163.1,0,0,,20301807099PD1807099E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1807246GW,1807153PD,13028.53871,0,26,0,,20301807246GW1807153PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,WWT1804007,1804007REC,13021.5,108,0,0,,2025WWT18040071804007REC,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,WWT1804007,1804007REC,13021.5,108,0,0,,2030WWT18040071804007REC,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,WWT1804007,1804007REC,13021.5,108,0,0,,2035WWT18040071804007REC,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1804007REC,1804007NPD,13021.5,0,236,0,,20251804007REC1804007NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1804007REC,1804007NPD,13021.5,0,236,0,,20301804007REC1804007NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1804007REC,1804007NPD,13021.5,0,236,0,,20351804007REC1804007NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1804007NPD,1804007E,13021.5,21.12,0,0,,20251804007NPD1804007E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1804007NPD,1804007E,13021.5,21.12,0,0,,20301804007NPD1804007E,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1804007NPD,1804007E,13021.5,21.12,0,0,,20351804007NPD1804007E,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,SW1805SWP05a,SW1805SWP05axf,13016.02373,0,0,0,,2035SW1805SWP05aSW1805SWP05axf,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1807309PD,1807037PD,13008,25,0,0,,20301807309PD1807037PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807309PD,1807037PD,13008,25,0,0,,20351807309PD1807037PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,GW1802-5-21,GW1802-5-21.66,13003.07214,0,0,0,,2015GW1802-5-21GW1802-5-21.66,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,SW1809SWP24,1809027PD,13000,825.7803404,224,0,,2025SW1809SWP241809027PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,SW1809SWP24,1809027PD,13000,824.3707469,224,0,,2030SW1809SWP241809027PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,SW1809SWP24,1809027PD,13000,828.2443245,224,0,,2035SW1809SWP241809027PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,SW1805SWP05a,SW1805SWP05axf,12992.36595,0,0,0,,2030SW1805SWP05aSW1805SWP05axf,FALSE,TRUE,TRUE,TRUE,101%,,
2015,2010,1807373PD,1807373E,12987.45,163.1,0,0,,20151807373PD1807373E,FALSE,TRUE,TRUE,TRUE,101%,,
2020,2010,SW1802059,1802059PD,12983.81731,87,224,0,,2020SW18020591802059PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807375PD,1807375E,12977.72,163.1,0,0,,20301807375PD1807375E,FALSE,TRUE,TRUE,TRUE,714%,,
2010,2010,1803041IMP,1803009PD,12974.78924,25,699,0,,20101803041IMP1803009PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1803041IMP,1803041E,12973.17073,17.6,0,0,,20151803041IMP1803041E,FALSE,TRUE,TRUE,TRUE,49%,,
2020,2010,1803041IMP,1803041E,12973.17073,17.6,0,0,,20201803041IMP1803041E,FALSE,TRUE,TRUE,TRUE,50%,,
2025,2010,1803041IMP,1803041E,12973.17073,17.6,0,0,,20251803041IMP1803041E,FALSE,TRUE,TRUE,TRUE,51%,,
2030,2010,1803041IMP,1803041E,12973.17073,17.6,0,0,,20301803041IMP1803041E,FALSE,TRUE,TRUE,TRUE,51%,,
2035,2010,1803041IMP,1803041E,12973.17073,17.6,0,0,,20351803041IMP1803041E,FALSE,TRUE,TRUE,TRUE,52%,,
2010,2010,GW1807-4-11.03,1807143PD,12967.1679,608,181.75,0,,2010GW1807-4-11.031807143PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,SW1805SWP05a,SW1805SWP05axf,12958.29874,0,0,0,,2025SW1805SWP05aSW1805SWP05axf,FALSE,TRUE,TRUE,TRUE,101%,,
2020,2010,1807246GW,1807215PD,12950,0,26,0,,20201807246GW1807215PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807246GW,1807215PD,12950,0,26,0,,20251807246GW1807215PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807246GW,1807215PD,12950,0,26,0,,20301807246GW1807215PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807246GW,1807215PD,12950,0,26,0,,20351807246GW1807215PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1805011PD,1805011E,12947.56,294,0,0,,20301805011PD1805011E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1807309PD,1807273PD,12936.48477,25,0,0,,20301807309PD1807273PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807217IMP,1807285PD,12934.47965,25,224,0,,20351807217IMP1807285PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,SW1805SWP05a,SW1805SWP05axf,12927.54362,0,0,0,,2020SW1805SWP05aSW1805SWP05axf,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1807037PD,1807037E,12915.84,163.1,0,0,,20301807037PD1807037E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,1807037PD,1807037E,12915.84,163.1,0,0,,20351807037PD1807037E,FALSE,TRUE,TRUE,TRUE,101%,,
2025,2010,UNS1809023,1809023PD,12900,87,224,0,,2025UNS18090231809023PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807246GW,1807153PD,12889.09274,0,26,0,,20201807246GW1807153PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1803-5-22.08,1803019PD,12881.16797,450.8949375,26,0,,2035GW1803-5-22.081803019PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807121PD,1807121E,12874.5,108,0,0,,20251807121PD1807121E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,GW1803-5-22.14,1803081PD,12864,439.8975,181.75,0,,2030GW1803-5-22.141803081PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1803081PD,1803081E,12863.7,17.6,0,0,,20301803081PD1803081E,FALSE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807246GW,1807417PD,12863.26807,0,26,0,,20351807246GW1807417PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1805-2-09.02,1805083PD,12849.07424,594,128,0,,2035GW1805-2-09.021805083PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,GW1807-8-02.04,1807065PD,12840,579,181.75,0,,2015GW1807-8-02.041807065PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807065PD,1807065E,12840,163.1,0,0,,20151807065PD1807065E,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807357PD,1807357E,12833.1,163.1,0,0,,20351807357PD1807357E,FALSE,TRUE,TRUE,TRUE,100%,,
2020,2010,1804031PD,1804031E,12810,17.6,0,0,,20201804031PD1804031E,FALSE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807407PD,1807029PD,12806.14327,25,0,0,,20301807407PD1807029PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,SW1809SWP24,1809027PD,12800,870.7935211,224,0,,2015SW1809SWP241809027PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807246GW,1807417PD,12797.27203,0,26,0,,20301807246GW1807417PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,RES1802069,1802069PD,12796.50323,87,224,0,,2025RES18020691802069PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,SW1805081EB,1805003PD,12796.13527,0,26,0,,2020SW1805081EB1805003PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1805063PD,1805063E,12795,318.2,0,0,,20201805063PD1805063E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,1807055IMP,1807255PD,12792.37552,25,49,0,,20351807055IMP1807255PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,GW1804-5-22.01,1804062PD,12787.78194,265.7025,26,0,,2030GW1804-5-22.011804062PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,GW1804-5-22.01,1804062PD,12787.78194,272.3450625,26,0,,2035GW1804-5-22.011804062PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807375PD,1807139PD,12787.07295,25,0,0,,20301807375PD1807139PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1806067PD,1806067E,12778.74,163.1,0,0,,20101806067PD1806067E,FALSE,TRUE,TRUE,TRUE,102%,,
2035,2010,WWT1807299,1807299REC,12750,108,0,0,,2035WWT18072991807299REC,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807299REC,1807299NPD,12750,0,236,0,,20351807299REC1807299NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807299NPD,1807299E,12750,195.72,0,0,,20351807299NPD1807299E,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807382PD,1807382E,12740,163.1,0,0,,20101807382PD1807382E,FALSE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807246GW,1807417PD,12732.73658,0,26,0,,20251807246GW1807417PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,WWT1807407,1807246REC,12730.24475,108,0,0,,2025WWT18074071807246REC,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807246REC,1807407GWR,12730.24475,0,1095,0,,20251807246REC1807407GWR,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807407GWR,1807407NPD,12730.24475,929,26,0,,20251807407GWR1807407NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,GW1804-5-22,GW1804-5-22.07,12694.02606,0,0,0,,2015GW1804-5-22GW1804-5-22.07,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1805061PD,1805061E,12676,318.2,0,0,,20201805061PD1805061E,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1807-4-13,1807007GW,12675.93238,0,0,0,,2025GW1807-4-131807007GW,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807007GW,1807007PD,12675.93238,579,181.75,0,,20251807007GW1807007PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,SW1805081EB,1805061PD,12645,0,26,0,,2035SW1805081EB1805061PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1802027PD,1802027E,12642.5,17.6,0,0,,20251802027PD1802027E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,XF1803019,1803019PD,12641.41982,0,224,0,,2030XF18030191803019PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1805015PD,1805015E,12634.54,301,0,0,,20351805015PD1805015E,FALSE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1803-5-22.14,1803025PD,12631.55947,429.42375,181.75,0,,2025GW1803-5-22.141803025PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807246GW,1807417PD,12621.5375,0,26,0,,20201807246GW1807417PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,GW1804-5-22.07,1804033PD,12617,259.37625,26,0,,2025GW1804-5-22.071804033PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1805061PD,1805061E,12613,318.2,0,0,,20151805061PD1805061E,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,RES_CACHM,CVP_CACHM,12606.9497,0,0,0,,2035RES_CACHMCVP_CACHM,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,CVP_Flsm,1802085PD,12605.27181,0,224,0,,2015CVP_Flsm1802085PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,RES_CACHM,CVP_CACHM,12597.60143,0,0,0,,2015RES_CACHMCVP_CACHM,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1804033PD,1804033E,12597.56,17.6,0,0,,20251804033PD1804033E,FALSE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807121PD,1807121E,12592.8,108,0,0,,20201807121PD1807121E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,1807309IMP,1807239PD,12592.55007,25,10,0,,20351807309IMP1807239PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1805011PD,1805011E,12585.75,294,0,0,,20251805011PD1805011E,FALSE,TRUE,TRUE,TRUE,101%,,
2015,2010,SW1802059,1802059PD,12584.89624,87,224,0,,2015SW18020591802059PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807161GW,1807063PD,12579.375,25,26,0,,20301807161GW1807063PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807217IMP,1807197PD,12575.94333,25,224,0,,20301807217IMP1807197PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,SW_CVP-Tracy,1804065PD,12565.15493,251.64,224,0,,2025SW_CVP-Tracy1804065PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,GW1802-5-21.65,1802085PD,12565.06424,191,181.75,0,,2020GW1802-5-21.651802085PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807309PD,1807037PD,12559,25,0,0,,20251807309PD1807037PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807375PD,1807375E,12557.86,163.1,0,0,,20251807375PD1807375E,FALSE,TRUE,TRUE,TRUE,714%,,
2030,2010,1806011PD,1806011E,12526.32,153.2772715,0,0,,20301806011PD1806011E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,1806011PD,1806011E,12526.32,153.2772715,0,0,,20351806011PD1806011E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,SW1807279,1807279PD,12524.98117,87,224,0,,2035SW18072791807279PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807357PD,1807357E,12513.62,163.1,0,0,,20301807357PD1807357E,FALSE,TRUE,TRUE,TRUE,100%,,
2025,2010,1807407PD,1807029PD,12511.74917,25,0,0,,20251807407PD1807029PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1803033REC,1803033NPD,12500,0,236,0,,20251803033REC1803033NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1803033REC,1803033NPD,12500,0,236,0,,20301803033REC1803033NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1803033REC,1803033NPD,12500,0,236,0,,20351803033REC1803033NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1803033NPD,1803033E,12500,21.12,0,0,,20251803033NPD1803033E,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1803033NPD,1803033E,12500,21.12,0,0,,20301803033NPD1803033E,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1803033NPD,1803033E,12500,21.12,0,0,,20351803033NPD1803033E,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1803025PD,1803025E,12497.28,17.6,0,0,,20251803025PD1803025E,FALSE,TRUE,TRUE,TRUE,101%,,
2015,2010,UNS1807161,1807161SW,12490,87,224,0,,2015UNS18071611807161SW,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,UNS1807161,1807161SW,12490,87,224,0,,2020UNS18071611807161SW,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,UNS1807161,1807161SW,12490,87,224,0,,2025UNS18071611807161SW,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,UNS1807161,1807161SW,12490,87,224,0,,2030UNS18071611807161SW,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,UNS1807161,1807161SW,12490,87,224,0,,2035UNS18071611807161SW,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807217IMP,1807285PD,12488.24531,25,224,0,,20301807217IMP1807285PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807231PD,1807231E,12487.02,163.1,0,0,,20151807231PD1807231E,FALSE,TRUE,TRUE,TRUE,101%,,
2025,2010,1807037PD,1807037E,12484.8,163.1,0,0,,20251807037PD1807037E,FALSE,TRUE,TRUE,TRUE,101%,,
2010,2010,GW1807-8-02.01,1807265PD,12479.03072,579,181.75,0,,2010GW1807-8-02.011807265PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1809015PD,1809015E,12473.23,337,0,0,,20351809015PD1809015E,FALSE,TRUE,TRUE,TRUE,100%,,
2025,2010,1805001PD,1805075PD,12446.51745,25,0,0,,20251805001PD1805075PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1803053PD,1803053E,12446,17.6,0,0,,20251803053PD1803053E,FALSE,TRUE,TRUE,TRUE,100%,,
2010,2010,1807341PD,1807341E,12435.8,163.1,0,0,,20101807341PD1807341E,FALSE,TRUE,TRUE,TRUE,102%,,
2015,2010,SW1805081EB,1805003PD,12424.15459,0,26,0,,2015SW1805081EB1805003PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1805015PD,1805015E,12417.4,301,0,0,,20301805015PD1805015E,FALSE,TRUE,TRUE,TRUE,100%,,
2020,2010,RES_CACHM,CVP_CACHM,12414.27906,0,0,0,,2020RES_CACHMCVP_CACHM,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,1807055IMP,1807255PD,12411.20467,25,49,0,,20301807055IMP1807255PD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1807246GW,1807417PD,12409.13143,0,26,0,,20151807246GW1807417PD,TRUE,TRUE,TRUE,TRUE,100%,,
2010,2010,1805011PD,1805011E,12391.68,294,0,0,,20101805011PD1805011E,FALSE,TRUE,TRUE,TRUE,101%,,
2025,2010,1807246GW,1807153PD,12382.89325,0,26,0,,20251807246GW1807153PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1801015PD,1801015E,12376,163.1,0,0,,20351801015PD1801015E,FALSE,TRUE,TRUE,TRUE,190%,,
2020,2010,1810021IMP,1810017PD,12374,25,224,0,,20201810021IMP1810017PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1810017PD,1810017E,12374,17.6,0,0,,20201810017PD1810017E,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1802059PD,1802059E,12367.05,17.6,0,0,,20151802059PD1802059E,FALSE,TRUE,TRUE,TRUE,134%,,
2020,2010,1807391PD,1807391E,12363.68,163.1,0,0,,20201807391PD1807391E,FALSE,TRUE,TRUE,TRUE,248%,,
2015,2010,1807309PD,1807037PD,12363,25,0,0,,20151807309PD1807037PD,TRUE,TRUE,TRUE,TRUE,100%,,
2030,2010,SW1801015,1801015PD,12349,87,224,0,,2030SW18010151801015PD,TRUE,TRUE,TRUE,TRUE,100%,,
2035,2010,1807411GWR,1807411PD,12346.50959,929,26,0,,20351807411GWR1807411PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807309PD,1807037PD,12344,25,0,0,,20201807309PD1807037PD,TRUE,TRUE,TRUE,TRUE,100%,,
2020,2010,1807309IMP,1807239PD,12338.71058,25,10,0,,20201807309IMP1807239PD,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1806051PD,1806051E,12328,163.1,0,0,,20251806051PD1806051E,FALSE,TRUE,TRUE,TRUE,101%,,
2030,2010,1806051PD,1806051E,12328,163.1,0,0,,20301806051PD1806051E,FALSE,TRUE,TRUE,TRUE,101%,,
2035,2010,1806051PD,1806051E,12328,163.1,0,0,,20351806051PD1806051E,FALSE,TRUE,TRUE,TRUE,101%,,
2015,2010,WWT1805031,1805031REC,12320,108,0,0,,2015WWT18050311805031REC,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1805031REC,1805031NPD,12320,0,236,0,,20151805031REC1805031NPD,TRUE,TRUE,TRUE,TRUE,100%,,
2015,2010,1805031NPD,1805031E,12320,381.84,0,0,,20151805031NPD1805031E,TRUE,TRUE,TRUE,TRUE,100%,,
2025,2010,1803041PD,1803053PD,12303.14961,25,0,0,,20251803041PD1803053PD,TRUE,TRUE,TRUE,TRUE,100%,,
