year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
2035,2010,R_AmericanMFRK,R_AmericanNFRK,6665774.756,0,0,0
2030,2010,R_AmericanMFRK,R_AmericanNFRK,6588066.963,0,0,0
2035,2010,LK_ShastaCVP,CVPR_Sacramento,6531048.947,0,0,0
2025,2010,R_AmericanMFRK,R_AmericanNFRK,6512510.187,0,0,0
2030,2010,LK_ShastaCVP,CVPR_Sacramento,6459498.892,0,0,0
2035,2010,R_AmericanNFRK,R_American,6427427.227,0,0,0
2035,2010,R_AmericanSFRK,R_American,6427427.227,0,0,0
2020,2010,R_AmericanMFRK,R_AmericanNFRK,6411351.667,0,0,0
2025,2010,LK_ShastaCVP,CVPR_Sacramento,6388544.149,0,0,0
2015,2010,R_AmericanMFRK,R_AmericanNFRK,6360773.383,0,0,0
2030,2010,R_AmericanNFRK,R_American,6360093.653,0,0,0
2030,2010,R_AmericanSFRK,R_American,6360093.653,0,0,0
2020,2010,LK_ShastaCVP,CVPR_Sacramento,6293439.951,0,0,0
2025,2010,R_AmericanNFRK,R_American,6291713.178,0,0,0
2025,2010,R_AmericanSFRK,R_American,6291713.178,0,0,0
2035,2010,CVPR_Sacramento,R_Sacramento,6275970.908,0,0,0
2035,2010,R_American,R_Sacramento,6275970.908,0,0,0
2035,2010,R_Feather,R_Sacramento,6275970.908,0,0,0
2015,2010,LK_ShastaCVP,CVPR_Sacramento,6230617.173,0,0,0
2030,2010,CVPR_Sacramento,R_Sacramento,6209497.008,0,0,0
2030,2010,R_American,R_Sacramento,6209497.008,0,0,0
2030,2010,R_Feather,R_Sacramento,6209497.008,0,0,0
2020,2010,R_AmericanNFRK,R_American,6198629.865,0,0,0
2020,2010,R_AmericanSFRK,R_American,6198629.865,0,0,0
2015,2010,R_AmericanNFRK,R_American,6155550.796,0,0,0
2015,2010,R_AmericanSFRK,R_American,6155550.796,0,0,0
2025,2010,CVPR_Sacramento,R_Sacramento,6152407.018,0,0,0
2025,2010,R_American,R_Sacramento,6152407.018,0,0,0
2025,2010,R_Feather,R_Sacramento,6152407.018,0,0,0
2020,2010,CVPR_Sacramento,R_Sacramento,6070823.646,0,0,0
2020,2010,R_American,R_Sacramento,6070823.646,0,0,0
2020,2010,R_Feather,R_Sacramento,6070823.646,0,0,0
2015,2010,CVPR_Sacramento,R_Sacramento,6020911.678,0,0,0
2015,2010,R_American,R_Sacramento,6020911.678,0,0,0
2015,2010,R_Feather,R_Sacramento,6020911.678,0,0,0
2010,2010,R_AmericanMFRK,R_AmericanNFRK,5994474.873,0,0,0
2010,2010,LK_ShastaCVP,CVPR_Sacramento,5845985.168,0,0,0
2010,2010,R_AmericanNFRK,R_American,5766879.064,0,0,0
2010,2010,R_AmericanSFRK,R_American,5766879.064,0,0,0
2010,2010,CVPR_Sacramento,R_Sacramento,5682789.231,0,0,0
2010,2010,R_American,R_Sacramento,5682789.231,0,0,0
2010,2010,R_Feather,R_Sacramento,5682789.231,0,0,0
2035,2010,R_Sacramento,SFBayDelta,3327896.558,0,0,0
2030,2010,R_Sacramento,SFBayDelta,3290768.614,0,0,0
2025,2010,R_Sacramento,SFBayDelta,3250807.796,0,0,0
2020,2010,R_Sacramento,SFBayDelta,3200263.664,0,0,0
2015,2010,R_Sacramento,SFBayDelta,3164615.16,0,0,0
2010,2010,R_Sacramento,SFBayDelta,2952161.459,0,0,0
2035,2010,Lk_OrovilleSWP,SW1802SWP01,2949351.708,0,0,0
2035,2010,SW1802SWP01,SW1802SWP02,2949351.708,0,0,0
2035,2010,R_Feather,SWPR_Feather,2939260.809,0,0,0
2035,2010,SWPR_Feather,SWPR_Sacramento,2939260.809,0,0,0
2035,2010,R_Sacramento,SWPR_Sacramento,2939260.809,0,0,0
2035,2010,SWPR_Sacramento,SWP_SFBayDelta,2939260.809,0,0,0
2035,2010,SFBayDelta,SWP_SFBayDelta,2939260.809,0,0,0
2035,2010,SW1802SWP02,SWPR_Feather,2939260.809,0,0,0
2030,2010,Lk_OrovilleSWP,SW1802SWP01,2919455.555,0,0,0
2030,2010,SW1802SWP01,SW1802SWP02,2919455.555,0,0,0
2030,2010,R_Feather,SWPR_Feather,2910482.065,0,0,0
2030,2010,SWPR_Feather,SWPR_Sacramento,2910482.065,0,0,0
2030,2010,R_Sacramento,SWPR_Sacramento,2910482.065,0,0,0
2030,2010,SWPR_Sacramento,SWP_SFBayDelta,2910482.065,0,0,0
2030,2010,SFBayDelta,SWP_SFBayDelta,2910482.065,0,0,0
2030,2010,SW1802SWP02,SWPR_Feather,2910482.065,0,0,0
2025,2010,Lk_OrovilleSWP,SW1802SWP01,2901382.494,0,0,0
2025,2010,SW1802SWP01,SW1802SWP02,2901382.494,0,0,0
2025,2010,R_Feather,SWPR_Feather,2893579.199,0,0,0
2025,2010,SWPR_Feather,SWPR_Sacramento,2893579.199,0,0,0
2025,2010,R_Sacramento,SWPR_Sacramento,2893579.199,0,0,0
2025,2010,SWPR_Sacramento,SWP_SFBayDelta,2893579.199,0,0,0
2025,2010,SFBayDelta,SWP_SFBayDelta,2893579.199,0,0,0
2025,2010,SW1802SWP02,SWPR_Feather,2893579.199,0,0,0
2035,2010,SWP_SFBayDelta,SW1804SWP06,2885295.659,0,0,0
2020,2010,Lk_OrovilleSWP,SW1802SWP01,2869885.744,0,0,0
2020,2010,SW1802SWP01,SW1802SWP02,2869885.744,0,0,0
2020,2010,R_Feather,SWPR_Feather,2863080.777,0,0,0
2020,2010,SWPR_Feather,SWPR_Sacramento,2863080.777,0,0,0
2020,2010,R_Sacramento,SWPR_Sacramento,2863080.777,0,0,0
2020,2010,SWPR_Sacramento,SWP_SFBayDelta,2863080.777,0,0,0
2020,2010,SFBayDelta,SWP_SFBayDelta,2863080.777,0,0,0
2020,2010,SW1802SWP02,SWPR_Feather,2863080.777,0,0,0
2015,2010,Lk_OrovilleSWP,SW1802SWP01,2856640.806,0,0,0
2015,2010,SW1802SWP01,SW1802SWP02,2856640.806,0,0,0
2030,2010,SWP_SFBayDelta,SW1804SWP06,2856509.082,0,0,0
2015,2010,R_Feather,SWPR_Feather,2849993.882,0,0,0
2015,2010,SWPR_Feather,SWPR_Sacramento,2849993.882,0,0,0
2015,2010,R_Sacramento,SWPR_Sacramento,2849993.882,0,0,0
2015,2010,SWPR_Sacramento,SWP_SFBayDelta,2849993.882,0,0,0
2015,2010,SFBayDelta,SWP_SFBayDelta,2849993.882,0,0,0
2015,2010,SW1802SWP02,SWPR_Feather,2849993.882,0,0,0
2025,2010,SWP_SFBayDelta,SW1804SWP06,2840522.219,0,0,0
2020,2010,SWP_SFBayDelta,SW1804SWP06,2811083.738,0,0,0
2015,2010,SWP_SFBayDelta,SW1804SWP06,2800240.078,0,0,0
2010,2010,Lk_OrovilleSWP,SW1802SWP01,2736227.038,0,0,0
2010,2010,SW1802SWP01,SW1802SWP02,2736227.038,0,0,0
2010,2010,R_Feather,SWPR_Feather,2730627.772,0,0,0
2010,2010,SWPR_Feather,SWPR_Sacramento,2730627.772,0,0,0
2010,2010,R_Sacramento,SWPR_Sacramento,2730627.772,0,0,0
2010,2010,SWPR_Sacramento,SWP_SFBayDelta,2730627.772,0,0,0
2010,2010,SFBayDelta,SWP_SFBayDelta,2730627.772,0,0,0
2010,2010,SW1802SWP02,SWPR_Feather,2730627.772,0,0,0
2010,2010,SWP_SFBayDelta,SW1804SWP06,2681520.567,0,0,0
2010,2010,1807217IMP,1807217PD,2023027,0,403,0
