year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,linkID,Ratio lo/med,med trans,med treatment,,lo,,hi,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,HI linkID,ratio hi/med,med trans,med treatment,,Med,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af,medlinkID
2015,2010,1807309PD,1807309E,179680.6,163.1,0,0,20151807309PD1807309E,1,163.1,0,,,,,2015,2010,GW1807-4-11.04,1807055GW,186570.7234,579,0,0,2015GW1807-4-11.041807055GW,1,579,0,,,2020,2010,Lk_OrovilleSWP,SW1802SWP01,2869885.744,0,0,0,2020Lk_OrovilleSWPSW1802SWP01
2010,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2010SW1807246GWR1807-8-01,1,10,0,,,,,2020,2010,GW1807-4-11.04,1807055GW,185413.5541,579,0,0,2020GW1807-4-11.041807055GW,1,579,0,,,2020,2010,SW1802SWP01,SW1802SWP02,2869885.744,0,0,0,2020SW1802SWP01SW1802SWP02
2015,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2015SW1807246GWR1807-8-01,1,10,0,,,,,2020,2010,RES1805031,1805031PD,181440,146.4507576,72.6,0,2020RES18050311805031PD,1,146.4507576,72.6,,,2020,2010,R_Feather,SWPR_Feather,2863080.777,0,0,0,2020R_FeatherSWPR_Feather
2020,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2020SW1807246GWR1807-8-01,1,10,0,,,,,2020,2010,1805031PD,1805031E,180364.8,318.2,0,0,20201805031PD1805031E,1,318.2,0,,,2020,2010,SWPR_Feather,SWPR_Sacramento,2863080.777,0,0,0,2020SWPR_FeatherSWPR_Sacramento
2025,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2025SW1807246GWR1807-8-01,1,10,0,,,,,2020,2010,1807307PD,1807307E,180241.6,163.1,0,0,20201807307PD1807307E,1,163.1,0,,,2020,2010,R_Sacramento,SWPR_Sacramento,2863080.777,0,0,0,2020R_SacramentoSWPR_Sacramento
2030,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2030SW1807246GWR1807-8-01,1,10,0,,,,,2025,2010,1810013PD,1810013E,180192,17.6,0,0,20251810013PD1810013E,1,17.6,0,,,2020,2010,SWPR_Sacramento,SWP_SFBayDelta,2863080.777,0,0,0,2020SWPR_SacramentoSWP_SFBayDelta
2035,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2035SW1807246GWR1807-8-01,1,10,0,,,,,2015,2010,1807309PD,1807309E,179680.6,163.1,0,0,20151807309PD1807309E,1,163.1,0,,,2020,2010,SFBayDelta,SWP_SFBayDelta,2863080.777,0,0,0,2020SFBayDeltaSWP_SFBayDelta
2025,2010,1807229PD,1807229E,176877.68,163.1,0,0,20251807229PD1807229E,1,163.1,0,,,,,2010,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2010SW1807246GWR1807-8-01,1,10,0,,,2020,2010,SW1802SWP02,SWPR_Feather,2863080.777,0,0,0,2020SW1802SWP02SWPR_Feather
2025,2010,RES1805031,1805031PD,175840,143.7435897,72.6,0,2025RES18050311805031PD,1,143.7435897,72.6,,,,,2015,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2015SW1807246GWR1807-8-01,1,10,0,,,2015,2010,Lk_OrovilleSWP,SW1802SWP01,2856640.806,0,0,0,2015Lk_OrovilleSWPSW1802SWP01
2010,2010,GW1807-4-11.04,1807055GW,174318,579,0,0,2010GW1807-4-11.041807055GW,1,579,0,,,,,2020,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2020SW1807246GWR1807-8-01,1,10,0,,,2015,2010,SW1802SWP01,SW1802SWP02,2856640.806,0,0,0,2015SW1802SWP01SW1802SWP02
2025,2010,1805031PD,1805031E,174283.2,318.2,0,0,20251805031PD1805031E,1,318.2,0,,,,,2025,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2025SW1807246GWR1807-8-01,1,10,0,,,2030,2010,SWP_SFBayDelta,SW1804SWP06,2856509.082,0,0,0,2030SWP_SFBayDeltaSW1804SWP06
2030,2010,RES1805031,1805031PD,172480,140.9719298,72.6,0,2030RES18050311805031PD,1,140.9719298,72.6,,,,,2030,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2030SW1807246GWR1807-8-01,1,10,0,,,2015,2010,R_Feather,SWPR_Feather,2849993.882,0,0,0,2015R_FeatherSWPR_Feather
2030,2010,1805031PD,1805031E,172368,318.2,0,0,20301805031PD1805031E,1,318.2,0,,,,,2035,2010,SW1807246,GWR1807-8-01,178000,10,0,0,2035SW1807246GWR1807-8-01,1,10,0,,,2015,2010,SWPR_Feather,SWPR_Sacramento,2849993.882,0,0,0,2015SWPR_FeatherSWPR_Sacramento
2035,2010,RES1805031,1805031PD,168000,139.6076389,72.6,0,2035RES18050311805031PD,1,139.6076389,72.6,,,,,2025,2010,1807229PD,1807229E,176877.68,163.1,0,0,20251807229PD1807229E,1,163.1,0,,,2015,2010,R_Sacramento,SWPR_Sacramento,2849993.882,0,0,0,2015R_SacramentoSWPR_Sacramento
2035,2010,1805031PD,1805031E,167731.2,318.2,0,0,20351805031PD1805031E,1,318.2,0,,,,,2025,2010,RES1805031,1805031PD,175840,143.7435897,72.6,0,2025RES18050311805031PD,1,143.7435897,72.6,,,2015,2010,SWPR_Sacramento,SWP_SFBayDelta,2849993.882,0,0,0,2015SWPR_SacramentoSWP_SFBayDelta
2015,2010,1807307PD,1807307E,165628.09,163.1,0,0,20151807307PD1807307E,1,163.1,0,,,,,2030,2010,SW1802059,1802059E,175804,87,0,0,2030SW18020591802059E,1,87,0,,,2015,2010,SFBayDelta,SWP_SFBayDelta,2849993.882,0,0,0,2015SFBayDeltaSWP_SFBayDelta
2010,2010,RES1805031,1805031PD,154690,151.7179361,72.6,0,2010RES18050311805031PD,1,151.7179361,72.6,,,,,2035,2010,SW1802059,1802059E,175804,87,0,0,2035SW18020591802059E,1,87,0,,,2015,2010,SW1802SWP02,SWPR_Feather,2849993.882,0,0,0,2015SW1802SWP02SWPR_Feather
2010,2010,1805031PD,1805031E,153891.39,318.2,0,0,20101805031PD1805031E,1,318.2,0,,,,,2010,2010,GW1807-4-11.04,1807055GW,174318,579,0,0,2010GW1807-4-11.041807055GW,1,579,0,,,2025,2010,SWP_SFBayDelta,SW1804SWP06,2840522.219,0,0,0,2025SWP_SFBayDeltaSW1804SWP06
2020,2010,1810013PD,1810013E,149856,17.6,0,0,20201810013PD1810013E,1,17.6,0,,,,,2025,2010,1805031PD,1805031E,174283.2,318.2,0,0,20251805031PD1805031E,1,318.2,0,,,2020,2010,SWP_SFBayDelta,SW1804SWP06,2811083.738,0,0,0,2020SWP_SFBayDeltaSW1804SWP06
2035,2010,1802083PD,1802083E,143320.44,17.6,0,0,20351802083PD1802083E,1,17.6,0,,,,,2025,2010,SW1802059,1802059E,173544,87,0,0,2025SW18020591802059E,1,87,0,,,2015,2010,SWP_SFBayDelta,SW1804SWP06,2800240.078,0,0,0,2015SWP_SFBayDeltaSW1804SWP06
2030,2010,1802083PD,1802083E,143105.3,17.6,0,0,20301802083PD1802083E,1,17.6,0,,,,,2030,2010,RES1805031,1805031PD,172480,140.9719298,72.6,0,2030RES18050311805031PD,1,140.9719298,72.6,,,2010,2010,Lk_OrovilleSWP,SW1802SWP01,2736227.038,0,0,0,2010Lk_OrovilleSWPSW1802SWP01
2035,2010,1805085PD,1805085E,135253.36,318.2,0,0,20351805085PD1805085E,1,318.2,0,,,,,2030,2010,1805031PD,1805031E,172368,318.2,0,0,20301805031PD1805031E,1,318.2,0,,,2010,2010,SW1802SWP01,SW1802SWP02,2736227.038,0,0,0,2010SW1802SWP01SW1802SWP02
2010,2010,1807307PD,1807307E,134351.28,163.1,0,0,20101807307PD1807307E,1,163.1,0,,,,,2035,2010,RES1805031,1805031PD,168000,139.6076389,72.6,0,2035RES18050311805031PD,1,139.6076389,72.6,,,2010,2010,R_Feather,SWPR_Feather,2730627.772,0,0,0,2010R_FeatherSWPR_Feather
2030,2010,1805085PD,1805085E,134087.4,318.2,0,0,20301805085PD1805085E,1,318.2,0,,,,,2035,2010,1805031PD,1805031E,167731.2,318.2,0,0,20351805031PD1805031E,1,318.2,0,,,2010,2010,SWPR_Feather,SWPR_Sacramento,2730627.772,0,0,0,2010SWPR_FeatherSWPR_Sacramento
2025,2010,1802083PD,1802083E,132243.54,17.6,0,0,20251802083PD1802083E,1,17.6,0,,,,,2020,2010,SW1802059,1802059E,167626,87,0,0,2020SW18020591802059E,1,87,0,,,2010,2010,R_Sacramento,SWPR_Sacramento,2730627.772,0,0,0,2010R_SacramentoSWPR_Sacramento
2025,2010,1805085PD,1805085E,131436.98,318.2,0,0,20251805085PD1805085E,1,318.2,0,,,,,2015,2010,1807307PD,1807307E,165628.09,163.1,0,0,20151807307PD1807307E,1,163.1,0,,,2010,2010,SWPR_Sacramento,SWP_SFBayDelta,2730627.772,0,0,0,2010SWPR_SacramentoSWP_SFBayDelta
2020,2010,CVP_SLNO,Solano_ID,130000,10,0,0,2020CVP_SLNOSolano_ID,1,10,0,,,,,2015,2010,SW1802059,1802059E,160987,87,0,0,2015SW18020591802059E,1,87,0,,,2010,2010,SFBayDelta,SWP_SFBayDelta,2730627.772,0,0,0,2010SFBayDeltaSWP_SFBayDelta
2025,2010,CVP_SLNO,Solano_ID,130000,10,0,0,2025CVP_SLNOSolano_ID,1,10,0,,,,,2010,2010,RES1805031,1805031PD,154690,151.7179361,72.6,0,2010RES18050311805031PD,1,151.7179361,72.6,,,2010,2010,SW1802SWP02,SWPR_Feather,2730627.772,0,0,0,2010SW1802SWP02SWPR_Feather
2030,2010,CVP_SLNO,Solano_ID,130000,10,0,0,2030CVP_SLNOSolano_ID,1,10,0,,,,,2010,2010,1805031PD,1805031E,153891.39,318.2,0,0,20101805031PD1805031E,1,318.2,0,,,2010,2010,SWP_SFBayDelta,SW1804SWP06,2681520.567,0,0,0,2010SWP_SFBayDeltaSW1804SWP06
2035,2010,CVP_SLNO,Solano_ID,130000,10,0,0,2035CVP_SLNOSolano_ID,1,10,0,,,,,2020,2010,1810013PD,1810013E,149856,17.6,0,0,20201810013PD1810013E,1,17.6,0,,,2010,2010,1807217IMP,1807217PD,2023027,0,224,0,20101807217IMP1807217PD
2015,2010,1802083PD,1802083E,129235.55,17.6,0,0,20151802083PD1802083E,1,17.6,0,,,,,2035,2010,1802083PD,1802083E,143320.44,17.6,0,0,20351802083PD1802083E,1,17.6,0,,,2035,2010,SW1804SWP06,SW1804SWP09,1362097.829,383.1722404,0,0,2035SW1804SWP06SW1804SWP09
2020,2010,1805085PD,1805085E,128839.96,318.2,0,0,20201805085PD1805085E,1,318.2,0,,,,,2030,2010,1802083PD,1802083E,143105.3,17.6,0,0,20301802083PD1802083E,1,17.6,0,,,2035,2010,SW1804SWP06,SW1804SWP10,1362097.829,383.1722404,0,0,2035SW1804SWP06SW1804SWP10
2015,2010,1805085PD,1805085E,127712.7,318.2,0,0,20151805085PD1805085E,1,318.2,0,,,,,2035,2010,1805085PD,1805085E,135253.36,318.2,0,0,20351805085PD1805085E,1,318.2,0,,,2035,2010,SW1804SWP09,SW1804SWP10,1362097.829,387.01,0,0,2035SW1804SWP09SW1804SWP10
2015,2010,CVP_SLNO,Solano_ID,125500,10,0,0,2015CVP_SLNOSolano_ID,1,10,0,,,,,2010,2010,1807307PD,1807307E,134351.28,163.1,0,0,20101807307PD1807307E,1,163.1,0,,,2030,2010,SW1804SWP06,SW1804SWP09,1350501.005,385.1256252,0,0,2030SW1804SWP06SW1804SWP09
2030,2010,1807041PD,1807041E,121332.76,163.1,0,0,20301807041PD1807041E,1,163.1,0,,,,,2030,2010,1805085PD,1805085E,134087.4,318.2,0,0,20301805085PD1805085E,1,318.2,0,,,2030,2010,SW1804SWP06,SW1804SWP10,1350501.005,385.1256252,0,0,2030SW1804SWP06SW1804SWP10
2015,2010,1810013PD,1810013E,120768,17.6,0,0,20151810013PD1810013E,1,17.6,0,,,,,2025,2010,1802083PD,1802083E,132243.54,17.6,0,0,20251802083PD1802083E,1,17.6,0,,,2030,2010,SW1804SWP09,SW1804SWP10,1350501.005,387.01,0,0,2030SW1804SWP09SW1804SWP10
2035,2010,1807041PD,1807041E,120248.69,163.1,0,0,20351807041PD1807041E,1,163.1,0,,,,,2025,2010,1805085PD,1805085E,131436.98,318.2,0,0,20251805085PD1805085E,1,318.2,0,,,2025,2010,SW1804SWP06,SW1804SWP09,1344545.218,385.0543592,0,0,2025SW1804SWP06SW1804SWP09
2020,2010,1802083PD,1802083E,120098.84,17.6,0,0,20201802083PD1802083E,1,17.6,0,,,,,2020,2010,CVP_SLNO,Solano_ID,130000,10,0,0,2020CVP_SLNOSolano_ID,1,10,0,,,2025,2010,SW1804SWP06,SW1804SWP10,1344545.218,385.0543592,0,0,2025SW1804SWP06SW1804SWP10
2010,2010,1805085PD,1805085E,119990.78,318.2,0,0,20101805085PD1805085E,1,318.2,0,,,,,2025,2010,CVP_SLNO,Solano_ID,130000,10,0,0,2025CVP_SLNOSolano_ID,1,10,0,,,2025,2010,SW1804SWP09,SW1804SWP10,1344545.218,387.01,0,0,2025SW1804SWP09SW1804SWP10
2025,2010,1807041PD,1807041E,119621.56,163.1,0,0,20251807041PD1807041E,1,163.1,0,,,,,2030,2010,CVP_SLNO,Solano_ID,130000,10,0,0,2030CVP_SLNOSolano_ID,1,10,0,,,2020,2010,SW1804SWP06,SW1804SWP09,1331960.127,385.0399753,0,0,2020SW1804SWP06SW1804SWP09
2020,2010,1807041PD,1807041E,115483.06,163.1,0,0,20201807041PD1807041E,1,163.1,0,,,,,2035,2010,CVP_SLNO,Solano_ID,130000,10,0,0,2035CVP_SLNOSolano_ID,1,10,0,,,2020,2010,SW1804SWP06,SW1804SWP10,1331960.127,385.0399753,0,0,2020SW1804SWP06SW1804SWP10
2035,2010,1809023PD,1809023E,114500,163.1,0,0,20351809023PD1809023E,1,163.1,0,,,,,2015,2010,1802083PD,1802083E,129235.55,17.6,0,0,20151802083PD1802083E,1,17.6,0,,,2020,2010,SW1804SWP09,SW1804SWP10,1331960.127,387.01,0,0,2020SW1804SWP09SW1804SWP10
2010,2010,CVP_SLNO,Solano_ID,114031,10,0,0,2010CVP_SLNOSolano_ID,1,10,0,,,,,2020,2010,1805085PD,1805085E,128839.96,318.2,0,0,20201805085PD1805085E,1,318.2,0,,,2015,2010,SW1804SWP06,SW1804SWP09,1328033.188,452.4177038,0,0,2015SW1804SWP06SW1804SWP09
2035,2010,CVP_CCC,1805025PD,110509.0471,416.9,344,0,2035CVP_CCC1805025PD,1,416.9,344,,,,,2015,2010,1805085PD,1805085E,127712.7,318.2,0,0,20151805085PD1805085E,1,318.2,0,,,2015,2010,SW1804SWP06,SW1804SWP10,1328033.188,452.4177038,0,0,2015SW1804SWP06SW1804SWP10
2035,2010,1807163PD,1807163E,110126.8,163.1,0,0,20351807163PD1807163E,1,163.1,0,,,,,2015,2010,CVP_SLNO,Solano_ID,125500,10,0,0,2015CVP_SLNOSolano_ID,1,10,0,,,2015,2010,SW1804SWP09,SW1804SWP10,1328033.188,387.01,0,0,2015SW1804SWP09SW1804SWP10
2030,2010,1807163PD,1807163E,108316.56,163.1,0,0,20301807163PD1807163E,1,163.1,0,,,,,2030,2010,1807041PD,1807041E,121332.76,163.1,0,0,20301807041PD1807041E,1,163.1,0,,,2035,2010,SW1804SWP10,SW1803SWP16,1305229.205,170.283826,0,0,2035SW1804SWP10SW1803SWP16
2010,2010,1807229PD,1807229E,107864.68,163.1,0,0,20101807229PD1807229E,1,163.1,0,,,,,2015,2010,1810013PD,1810013E,120768,17.6,0,0,20151810013PD1810013E,1,17.6,0,,,2035,2010,SW1803SWP16,SW1803SWP17,1300272.697,322.8733991,0,0,2035SW1803SWP16SW1803SWP17
2030,2010,CVP_CCC,1805025PD,107362.96,416.9,344,0,2030CVP_CCC1805025PD,1,416.9,344,,,,,2035,2010,1807041PD,1807041E,120248.69,163.1,0,0,20351807041PD1807041E,1,163.1,0,,,2035,2010,SW1803SWP17,SW1803SWP18,1300272.697,346.4418809,0,0,2035SW1803SWP17SW1803SWP18
2025,2010,1807163PD,1807163E,106431,163.1,0,0,20251807163PD1807163E,1,163.1,0,,,,,2020,2010,1802083PD,1802083E,120098.84,17.6,0,0,20201802083PD1802083E,1,17.6,0,,,2030,2010,SW1804SWP10,SW1803SWP16,1294431.309,169.2579218,0,0,2030SW1804SWP10SW1803SWP16
2030,2010,1809023PD,1809023E,105800,163.1,0,0,20301809023PD1809023E,1,163.1,0,,,,,2010,2010,1805085PD,1805085E,119990.78,318.2,0,0,20101805085PD1805085E,1,318.2,0,,,2025,2010,SW1804SWP10,SW1803SWP16,1289670.403,169.4270529,0,0,2025SW1804SWP10SW1803SWP16
2010,2010,1810013PD,1810013E,104013.6,17.6,0,0,20101810013PD1810013E,1,17.6,0,,,,,2025,2010,1807041PD,1807041E,119621.56,163.1,0,0,20251807041PD1807041E,1,163.1,0,,,2030,2010,SW1803SWP16,SW1803SWP17,1289545.406,317.3681811,0,0,2030SW1803SWP16SW1803SWP17
2015,2010,1807041PD,1807041E,103897.82,163.1,0,0,20151807041PD1807041E,1,163.1,0,,,,,2020,2010,1807041PD,1807041E,115483.06,163.1,0,0,20201807041PD1807041E,1,163.1,0,,,2030,2010,SW1803SWP17,SW1803SWP18,1289545.406,340.9700173,0,0,2030SW1803SWP17SW1803SWP18
2035,2010,1805025PD,1805025E,102442,361,0,0,20351805025PD1805025E,1,361,0,,,,,2035,2010,1809023PD,1809023E,114500,163.1,0,0,20351809023PD1809023E,1,163.1,0,,,2035,2010,SW1803SWP18,SW1803SWP19,1288289.767,787.2391431,0,0,2035SW1803SWP18SW1803SWP19
2030,2010,1805025PD,1805025E,100215,361,0,0,20301805025PD1805025E,1,361,0,,,,,2010,2010,SW1802059,1802059E,114039,87,0,0,2010SW18020591802059E,1,87,0,,,2025,2010,SW1803SWP16,SW1803SWP17,1284790.082,318.102336,0,0,2025SW1803SWP16SW1803SWP17
2025,2010,CVP_CCC,1805025PD,99741.36327,416.9,344,0,2025CVP_CCC1805025PD,1,416.9,344,,,,,2010,2010,CVP_SLNO,Solano_ID,114031,10,0,0,2010CVP_SLNOSolano_ID,1,10,0,,,2025,2010,SW1803SWP17,SW1803SWP18,1284790.082,341.6898898,0,0,2025SW1803SWP17SW1803SWP18
2025,2010,1805025PD,1805025E,97988,361,0,0,20251805025PD1805025E,1,361,0,,,,,2035,2010,CVP_CCC,1805025PD,110509.0471,416.9,344,0,2035CVP_CCC1805025PD,1,416.9,344,,,2010,2010,SW1804SWP06,SW1804SWP09,1283964.987,379.9848624,0,0,2010SW1804SWP06SW1804SWP09
2020,2010,1807163PD,1807163E,97703.7,163.1,0,0,20201807163PD1807163E,1,163.1,0,,,,,2035,2010,1807163PD,1807163E,110126.8,163.1,0,0,20351807163PD1807163E,1,163.1,0,,,2010,2010,SW1804SWP06,SW1804SWP10,1283964.987,379.9848624,0,0,2010SW1804SWP06SW1804SWP10
2025,2010,1809023PD,1809023E,97100,163.1,0,0,20251809023PD1809023E,1,163.1,0,,,,,2030,2010,1807163PD,1807163E,108316.56,163.1,0,0,20301807163PD1807163E,1,163.1,0,,,2010,2010,SW1804SWP09,SW1804SWP10,1283964.987,387.01,0,0,2010SW1804SWP09SW1804SWP10
2035,2010,1803033PD,1803033E,95864,17.6,0,0,20351803033PD1803033E,1,17.6,0,,,,,2010,2010,1807229PD,1807229E,107864.68,163.1,0,0,20101807229PD1807229E,1,163.1,0,,,2020,2010,SW1804SWP10,SW1803SWP16,1277985.725,179.2392155,0,0,2020SW1804SWP10SW1803SWP16
2015,2010,1805025PD,1805025E,94320,361,0,0,20151805025PD1805025E,1,361,0,,,,,2030,2010,CVP_CCC,1805025PD,107362.96,416.9,344,0,2030CVP_CCC1805025PD,1,416.9,344,,,2030,2010,SW1803SWP18,SW1803SWP19,1277601.541,777.0436873,0,0,2030SW1803SWP18SW1803SWP19
2020,2010,1805025PD,1805025E,93534,361,0,0,20201805025PD1805025E,1,361,0,,,,,2025,2010,1807163PD,1807163E,106431,163.1,0,0,20251807163PD1807163E,1,163.1,0,,,2015,2010,SW1804SWP10,SW1803SWP16,1275215.006,206.9254951,0,0,2015SW1804SWP10SW1803SWP16
2020,2010,CVP_CCC,1805025PD,93437.32735,416.9,344,0,2020CVP_CCC1805025PD,1,416.9,344,,,,,2030,2010,1809023PD,1809023E,105800,163.1,0,0,20301809023PD1809023E,1,163.1,0,,,2020,2010,SW1803SWP16,SW1803SWP17,1274424.105,317.7979599,0,0,2020SW1803SWP16SW1803SWP17
2035,2010,1803009PD,1803009E,92471.96,321,0,0,20351803009PD1803009E,1,321,0,,,,,2010,2010,1810013PD,1810013E,104013.6,17.6,0,0,20101810013PD1810013E,1,17.6,0,,,2020,2010,SW1803SWP17,SW1803SWP18,1274424.105,341.391709,0,0,2020SW1803SWP17SW1803SWP18
2010,2010,1802083PD,1802083E,89559.93,17.6,0,0,20101802083PD1802083E,1,17.6,0,,,,,2015,2010,1807041PD,1807041E,103897.82,163.1,0,0,20151807041PD1807041E,1,163.1,0,,,2025,2010,SW1803SWP18,SW1803SWP19,1272801.805,778.3872274,0,0,2025SW1803SWP18SW1803SWP19
2020,2010,1809023PD,1809023E,88300,163.1,0,0,20201809023PD1809023E,1,163.1,0,,,,,2035,2010,1805025PD,1805025E,102442,361,0,0,20351805025PD1805025E,1,361,0,,,2015,2010,SW1803SWP16,SW1803SWP17,1268679.284,375.7249653,0,0,2015SW1803SWP16SW1803SWP17
2030,2010,1805081PD,1805081E,86620.74687,318.2,0,0,20301805081PD1805081E,1,318.2,0,,,,,2030,2010,1805025PD,1805025E,100215,361,0,0,20301805025PD1805025E,1,361,0,,,2015,2010,SW1803SWP17,SW1803SWP18,1268679.284,390.4975084,0,0,2015SW1803SWP17SW1803SWP18
2030,2010,1803009PD,1803009E,85928,321,0,0,20301803009PD1803009E,1,321,0,,,,,2025,2010,CVP_CCC,1805025PD,99741.36327,416.9,344,0,2025CVP_CCC1805025PD,1,416.9,344,,,2020,2010,SW1803SWP18,SW1803SWP19,1262370.445,777.8293622,0,0,2020SW1803SWP18SW1803SWP19
2015,2010,CVP_CCC,1805025PD,85769.92748,416.9,344,0,2015CVP_CCC1805025PD,1,416.9,344,,,,,2025,2010,1805025PD,1805025E,97988,361,0,0,20251805025PD1805025E,1,361,0,,,2015,2010,SW1803SWP18,SW1803SWP19,1256528.579,851.8899372,0,0,2015SW1803SWP18SW1803SWP19
2030,2010,1803033PD,1803033E,84744,17.6,0,0,20301803033PD1803033E,1,17.6,0,,,,,2020,2010,1807163PD,1807163E,97703.7,163.1,0,0,20201807163PD1807163E,1,163.1,0,,,2010,2010,SW1804SWP10,SW1803SWP16,1230236.9,175.2881216,0,0,2010SW1804SWP10SW1803SWP16
2015,2010,1805081PD,1805081E,84558.34814,318.2,0,0,20151805081PD1805081E,1,318.2,0,,,,,2025,2010,1809023PD,1809023E,97100,163.1,0,0,20251809023PD1809023E,1,163.1,0,,,2010,2010,SW1803SWP16,SW1803SWP17,1200418.9,333.466297,0,0,2010SW1803SWP16SW1803SWP17
2020,2010,1805081PD,1805081E,84558.34814,318.2,0,0,20201805081PD1805081E,1,318.2,0,,,,,2035,2010,1803033PD,1803033E,95864,17.6,0,0,20351803033PD1803033E,1,17.6,0,,,2010,2010,SW1803SWP17,SW1803SWP18,1200418.9,357.9416763,0,0,2010SW1803SWP17SW1803SWP18
2025,2010,1805081PD,1805081E,84558.34814,318.2,0,0,20251805081PD1805081E,1,318.2,0,,,,,2015,2010,1805025PD,1805025E,94320,361,0,0,20151805025PD1805025E,1,361,0,,,2010,2010,SW1803SWP18,SW1803SWP19,1190583.574,793.4911428,0,0,2010SW1803SWP18SW1803SWP19
2015,2010,1807163PD,1807163E,84358.8,163.1,0,0,20151807163PD1807163E,1,163.1,0,,,,,2020,2010,1805025PD,1805025E,93534,361,0,0,20201805025PD1805025E,1,361,0,,,2035,2010,1807217IMP,1807217PD,1061192.68,0,217.361614,0,20351807217IMP1807217PD
2035,2010,1807411PD,1807411E,83260.9,163.1,0,0,20351807411PD1807411E,1,163.1,0,,,,,2020,2010,CVP_CCC,1805025PD,93437.32735,416.9,344,0,2020CVP_CCC1805025PD,1,416.9,344,,,2030,2010,1807217IMP,1807217PD,1038999.857,0,218.5884387,0,20301807217IMP1807217PD
2015,2010,1803033PD,1803033E,82110,17.6,0,0,20151803033PD1803033E,1,17.6,0,,,,,2035,2010,1803009PD,1803009E,92471.96,321,0,0,20351803009PD1803009E,1,321,0,,,2025,2010,1807217IMP,1807217PD,1031402.172,0,219.0615067,0,20251807217IMP1807217PD
2025,2010,1803009PD,1803009E,79844.96,321,0,0,20251803009PD1803009E,1,321,0,,,,,2010,2010,R_AmericanMFRK,1802069E,92141,87,0,0,2010R_AmericanMFRK1802069E,1,87,0,,,2020,2010,1807217IMP,1807217PD,1024154.858,0,220.3994709,0,20201807217IMP1807217PD
2010,2010,1805081PD,1805081E,78371.15193,318.2,0,0,20101805081PD1805081E,1,318.2,0,,,,,2010,2010,1802083PD,1802083E,89559.93,17.6,0,0,20101802083PD1802083E,1,17.6,0,,,2015,2010,1807217IMP,1807217PD,1017012.689,0,220.9875212,0,20151807217IMP1807217PD
2010,2010,1807041PD,1807041E,78125.6,163.1,0,0,20101807041PD1807041E,1,163.1,0,,,,,2020,2010,1809023PD,1809023E,88300,163.1,0,0,20201809023PD1809023E,1,163.1,0,,,2010,2010,R_COLORADO,SW_CRA,968750,0,0,0,2010R_COLORADOSW_CRA
2015,2010,1803009PD,1803009E,77306.68,321,0,0,20151803009PD1803009E,1,321,0,,,,,2030,2010,1805081PD,1805081E,86620.74687,318.2,0,0,20301805081PD1805081E,1,318.2,0,,,2010,2010,SW_CRA,1807217IMP,968750,2000,0,0,2010SW_CRA1807217IMP
2035,2010,1807285PD,1807285E,76958.56,163.1,0,0,20351807285PD1807285E,1,163.1,0,,,,,2030,2010,1803009PD,1803009E,85928,321,0,0,20301803009PD1803009E,1,321,0,,,2010,2010,SW1803SWP19,SW1809SWP24,729603.9822,2798.687513,0,0,2010SW1803SWP19SW1809SWP24
2020,2010,1803033PD,1803033E,76874,17.6,0,0,20201803033PD1803033E,1,17.6,0,,,,,2015,2010,CVP_CCC,1805025PD,85769.92748,416.9,344,0,2015CVP_CCC1805025PD,1,416.9,344,,,2010,2010,SW1809SWP24,SW1809SWP25,719413.6735,800.9315021,0,0,2010SW1809SWP24SW1809SWP25
2030,2010,1807411PD,1807411E,76609.83,163.1,0,0,20301807411PD1807411E,1,163.1,0,,,,,2030,2010,1803033PD,1803033E,84744,17.6,0,0,20301803033PD1803033E,1,17.6,0,,,2035,2010,SW1803SWP19,SW1809SWP24,691821.3716,2803.775981,0,0,2035SW1803SWP19SW1809SWP24
2025,2010,1803033PD,1803033E,76067,17.6,0,0,20251803033PD1803033E,1,17.6,0,,,,,2015,2010,1805081PD,1805081E,84558.34814,318.2,0,0,20151805081PD1805081E,1,318.2,0,,,2030,2010,SW1803SWP19,SW1809SWP24,684819.2943,2776.748419,0,0,2030SW1803SWP19SW1809SWP24
2035,2010,SW_CRA,1807217IMP,75378.85866,2000,0,0,2035SW_CRA1807217IMP,1,2000,0,,,,,2020,2010,1805081PD,1805081E,84558.34814,318.2,0,0,20201805081PD1805081E,1,318.2,0,,,2025,2010,SW1803SWP19,SW1809SWP24,681727.8072,2780.343202,0,0,2025SW1803SWP19SW1809SWP24
